1,2,3,4,5,6
-296.875,-15.625,-62.5,-62.5,-31.25,15.625
-296.875,-15.625,-62.5,-62.5,-31.25,15.625
-296.875,-15.625,-62.5,-62.5,-31.25,15.625
-296.875,-15.625,-62.5,-62.5,-31.25,15.625
-296.875,-15.625,-62.5,-62.5,-31.25,15.625
-296.875,-15.625,-62.5,-62.5,-31.25,15.625
-296.875,-15.625,-62.5,-62.5,-31.25,15.625
-296.875,-15.625,-62.5,-62.5,-31.25,15.625
-296.875,-15.625,-62.5,-62.5,-31.25,15.625
-625,-62.5,-109.375,-109.375,-78.125,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-187.5,0,-46.875,-46.875,-15.625,-31.25
-1062.5,-250,-296.875,-171.875,-140.625,-31.25
-1062.5,-250,-296.875,-171.875,-140.625,-31.25
-1062.5,-250,-296.875,-171.875,-140.625,-31.25
-1343.75,-343.75,-359.375,-203.125,-171.875,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1203.12,-312.5,-328.125,-187.5,-156.25,-31.25
-1578.12,-437.5,-390.625,-250,-156.25,-31.25
-1578.12,-437.5,-390.625,-250,-156.25,-31.25
-1578.12,-437.5,-390.625,-250,-156.25,-31.25
-1578.12,-437.5,-390.625,-250,-156.25,-31.25
-1578.12,-437.5,-390.625,-250,-156.25,-31.25
-1703.12,-484.375,-421.875,-265.625,-171.875,-31.25
-1703.12,-484.375,-421.875,-265.625,-171.875,-31.25
-1703.12,-484.375,-421.875,-265.625,-171.875,-31.25
-1703.12,-484.375,-421.875,-265.625,-171.875,-31.25
-1703.12,-484.375,-421.875,-265.625,-171.875,-31.25
-1703.12,-484.375,-421.875,-265.625,-171.875,-31.25
-1703.12,-484.375,-421.875,-265.625,-171.875,-31.25
-1703.12,-484.375,-421.875,-265.625,-171.875,-31.25
-1703.12,-484.375,-421.875,-265.625,-171.875,-31.25
-1703.12,-484.375,-421.875,-265.625,-171.875,-31.25
-1578.12,-484.375,-390.625,-265.625,-171.875,-31.25
-1578.12,-484.375,-390.625,-265.625,-171.875,-31.25
-1578.12,-484.375,-390.625,-265.625,-171.875,-31.25
-1343.75,-437.5,-343.75,-218.75,-171.875,-31.25
-1343.75,-437.5,-343.75,-218.75,-171.875,-31.25
-1343.75,-437.5,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1281.25,-421.875,-343.75,-218.75,-171.875,-31.25
-1328.12,-437.5,-343.75,-234.375,-171.875,-31.25
-1328.12,-437.5,-343.75,-234.375,-171.875,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1281.25,-421.875,-328.125,-218.75,-156.25,-31.25
-1937.5,-515.625,-515.625,-312.5,-250,-31.25
-1937.5,-515.625,-515.625,-312.5,-250,-31.25
-1937.5,-515.625,-515.625,-312.5,-250,-31.25
-1937.5,-515.625,-515.625,-312.5,-250,-31.25
-1937.5,-515.625,-515.625,-312.5,-250,-31.25
-1937.5,-515.625,-515.625,-312.5,-250,-31.25
-2406.25,-703.125,-609.375,-359.375,-296.875,-31.25
-2406.25,-703.125,-609.375,-359.375,-296.875,-31.25
-2406.25,-703.125,-609.375,-359.375,-296.875,-31.25
-2562.5,-734.375,-640.625,-375,-296.875,-31.25
-2562.5,-734.375,-640.625,-375,-296.875,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2250,-671.875,-578.125,-343.75,-234.375,-31.25
-2296.88,-687.5,-578.125,-343.75,-234.375,-46.875
-2296.88,-687.5,-578.125,-343.75,-234.375,-46.875
-2296.88,-687.5,-578.125,-343.75,-234.375,-46.875
-2296.88,-687.5,-578.125,-343.75,-234.375,-46.875
-2296.88,-687.5,-578.125,-343.75,-234.375,-46.875
-2250,-671.875,-546.875,-328.125,-218.75,-46.875
-2250,-671.875,-546.875,-328.125,-218.75,-46.875
-1859.38,-593.75,-390.625,-250,-140.625,-46.875
-1859.38,-593.75,-390.625,-250,-140.625,-46.875
-1859.38,-593.75,-390.625,-250,-140.625,-46.875
-1859.38,-593.75,-390.625,-250,-140.625,-46.875
-1859.38,-593.75,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-1796.88,-578.125,-390.625,-250,-140.625,-46.875
-2890.62,-796.875,-609.375,-468.75,-250,-46.875
-2890.62,-796.875,-609.375,-468.75,-250,-46.875
-3031.25,-828.125,-640.625,-484.375,-265.625,-46.875
-3031.25,-828.125,-640.625,-484.375,-265.625,-46.875
-3656.25,-953.125,-765.625,-546.875,-390.625,-46.875
-3656.25,-953.125,-765.625,-546.875,-390.625,-46.875
-3343.75,-890.625,-734.375,-515.625,-359.375,-46.875
-3343.75,-890.625,-734.375,-515.625,-359.375,-46.875
-3343.75,-890.625,-734.375,-515.625,-359.375,-46.875
-3343.75,-890.625,-734.375,-515.625,-359.375,-46.875
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3687.5,-984.375,-796.875,-546.875,-390.625,-78.125
-3828.12,-1031.25,-843.75,-546.875,-390.625,-78.125
-3828.12,-1031.25,-843.75,-546.875,-390.625,-78.125
-3828.12,-1031.25,-843.75,-546.875,-390.625,-78.125
-3828.12,-1031.25,-843.75,-546.875,-390.625,-78.125
