CALENDAR DATE,CALENDAR TIME,SYMBO,LAST PRICE,LAST SHARES,SIDE
07/31/09,40025.53832,F2 ZN\U09,117.21875,2,0
07/31/09,40025.54519,F2 ZN\U09,117.203125,1,1
07/31/09,40025.54591,F2 ZN\U09,117.21875,2,1
07/31/09,40025.55323,F2 ZN\U09,117.1875,2,0
07/31/09,40025.5572,F2 ZN\U09,117.203125,1,0
07/31/09,40025.56156,F2 ZN\U09,117.203125,1,1
07/31/09,40025.56156,F2 ZN\U09,117.203125,1,1
07/31/09,40025.56605,F2 ZN\U09,117.3125,1,0
07/31/09,40025.56618,F2 ZN\U09,117.296875,2,0
07/31/09,40025.57302,F2 ZN\U09,117.28125,1,0
07/31/09,40025.5927,F2 ZN\U09,117.375,2,1
07/31/09,40025.59733,F2 ZN\U09,117.265625,2,0
07/31/09,40025.60075,F2 ZN\U09,117.203125,2,0
07/31/09,40025.60075,F2 ZN\U09,117.203125,4,0
07/31/09,40025.60195,F2 ZN\U09,117.1875,12,0
07/31/09,40025.60421,F2 ZN\U09,117.109375,8,0
07/31/09,40025.60772,F2 ZN\U09,117.1875,1,1
07/31/09,40025.60808,F2 ZN\U09,117.203125,4,1
07/31/09,40025.61188,F2 ZN\U09,117.171875,1,0
07/31/09,40025.61188,F2 ZN\U09,117.15625,3,0
07/31/09,40025.61564,F2 ZN\U09,117.171875,2,0
07/31/09,40025.61724,F2 ZN\U09,117.15625,2,0
07/31/09,40025.61735,F2 ZN\U09,117.15625,1,0
07/31/09,40025.61739,F2 ZN\U09,117.15625,1,0
07/31/09,40025.61739,F2 ZN\U09,117.15625,2,0
07/31/09,40025.61895,F2 ZN\U09,117.15625,2,1
07/31/09,40025.62158,F2 ZN\U09,117.234375,6,1
07/31/09,40025.62448,F2 ZN\U09,117.25,14,1
07/31/09,40025.62511,F2 ZN\U09,117.3125,2,1
07/31/09,40025.62852,F2 ZN\U09,117.171875,2,0
07/31/09,40025.62852,F2 ZN\U09,117.171875,3,0
07/31/09,40025.62852,F2 ZN\U09,117.171875,3,0
07/31/09,40025.62864,F2 ZN\U09,117.15625,12,0
07/31/09,40025.62864,F2 ZN\U09,117.15625,4,0
07/31/09,40025.63199,F2 ZN\U09,117.1875,2,1
07/31/09,40025.63415,F2 ZN\U09,117.203125,4,1
07/31/09,40025.63547,F2 ZN\U09,117.25,1,1
07/31/09,40025.63547,F2 ZN\U09,117.25,4,1
07/31/09,40025.63719,F2 ZN\U09,117.265625,10,1
07/31/09,40025.64046,F2 ZN\U09,117.265625,2,1
07/31/09,40025.64241,F2 ZN\U09,117.296875,1,1
07/31/09,40025.64249,F2 ZN\U09,117.3125,4,1
07/31/09,40025.64611,F2 ZN\U09,117.328125,1,1
07/31/09,40025.65663,F2 ZN\U09,117.34375,1,1
07/31/09,40025.65993,F2 ZN\U09,117.375,1,1
07/31/09,40025.66005,F2 ZN\U09,117.390625,2,1
07/31/09,40025.66383,F2 ZN\U09,117.4375,1,1
07/31/09,40025.6806,F2 ZN\U09,117.390625,3,1
07/31/09,40025.682,F2 ZN\U09,117.40625,7,1
07/31/09,40025.6845,F2 ZN\U09,117.390625,4,0
07/31/09,40025.68569,F2 ZN\U09,117.375,8,0
07/31/09,40025.69576,F2 ZN\U09,117.40625,1,1
08/03/09,40028.09158,F2 ZN\U09,117.0625,16,0
08/03/09,40028.09728,F2 ZN\U09,117.109375,2,0
08/03/09,40028.09728,F2 ZN\U09,117.109375,6,0
08/03/09,40028.09793,F2 ZN\U09,117.09375,17,0
08/03/09,40028.10147,F2 ZN\U09,117.09375,1,0
08/03/09,40028.1023,F2 ZN\U09,117.078125,2,0
08/03/09,40028.10427,F2 ZN\U09,117.0625,1,0
08/03/09,40028.10495,F2 ZN\U09,117.046875,4,0
08/03/09,40028.12201,F2 ZN\U09,117.046875,1,0
08/03/09,40028.12507,F2 ZN\U09,117.046875,4,1
08/03/09,40028.12536,F2 ZN\U09,117.0625,8,1
08/03/09,40028.13203,F2 ZN\U09,117.0625,1,0
08/03/09,40028.16323,F2 ZN\U09,116.96875,1,0
08/03/09,40028.1667,F2 ZN\U09,116.96875,1,0
08/03/09,40028.16772,F2 ZN\U09,116.953125,3,0
08/03/09,40028.17017,F2 ZN\U09,116.9375,3,0
08/03/09,40028.17257,F2 ZN\U09,116.921875,6,0
08/03/09,40028.1825,F2 ZN\U09,116.921875,1,0
08/03/09,40028.1842,F2 ZN\U09,116.921875,1,0
08/03/09,40028.18679,F2 ZN\U09,116.90625,2,0
08/03/09,40028.1896,F2 ZN\U09,116.921875,2,1
08/03/09,40028.19795,F2 ZN\U09,116.96875,5,1
08/03/09,40028.19885,F2 ZN\U09,116.984375,12,1
08/03/09,40028.20168,F2 ZN\U09,116.984375,1,1
08/03/09,40028.20838,F2 ZN\U09,116.984375,1,1
08/03/09,40028.21257,F2 ZN\U09,116.96875,1,0
08/03/09,40028.21533,F2 ZN\U09,116.953125,2,0
08/03/09,40028.21629,F2 ZN\U09,116.9375,5,0
08/03/09,40028.21903,F2 ZN\U09,116.9375,2,0
08/03/09,40028.22228,F2 ZN\U09,116.9375,1,0
08/03/09,40028.23275,F2 ZN\U09,116.890625,1,0
08/03/09,40028.23304,F2 ZN\U09,116.875,4,0
08/03/09,40028.23615,F2 ZN\U09,116.859375,1,1
08/03/09,40028.23665,F2 ZN\U09,116.875,2,1
08/03/09,40028.25702,F2 ZN\U09,116.859375,1,1
08/03/09,40028.25795,F2 ZN\U09,116.875,3,1
08/03/09,40028.26603,F2 ZN\U09,116.90625,1,0
08/03/09,40028.26751,F2 ZN\U09,116.890625,1,0
08/03/09,40028.26751,F2 ZN\U09,116.890625,1,0
08/03/09,40028.28137,F2 ZN\U09,116.859375,1,1
08/03/09,40028.28149,F2 ZN\U09,116.875,2,1
08/03/09,40028.28852,F2 ZN\U09,116.828125,1,0
08/03/09,40028.31624,F2 ZN\U09,116.875,2,1
08/03/09,40028.31949,F2 ZN\U09,116.921875,1,0
08/03/09,40028.32075,F2 ZN\U09,116.90625,2,0
08/03/09,40028.34381,F2 ZN\U09,116.75,1,1
08/03/09,40028.3542,F2 ZN\U09,116.625,10,1
08/03/09,40028.3542,F2 ZN\U09,116.625,5,1
08/03/09,40028.36123,F2 ZN\U09,116.640625,1,0
08/03/09,40028.3659,F2 ZN\U09,116.65625,1,0
08/03/09,40028.36819,F2 ZN\U09,116.671875,1,0
08/03/09,40028.36868,F2 ZN\U09,116.65625,4,0
08/03/09,40028.37157,F2 ZN\U09,116.71875,1,1
08/03/09,40028.37942,F2 ZN\U09,116.71875,1,1
08/03/09,40028.385,F2 ZN\U09,116.71875,1,1
08/03/09,40028.39897,F2 ZN\U09,116.6875,1,0
08/03/09,40028.39946,F2 ZN\U09,116.671875,2,0
08/03/09,40028.40289,F2 ZN\U09,116.640625,1,1
08/03/09,40028.40329,F2 ZN\U09,116.65625,3,1
08/03/09,40028.40633,F2 ZN\U09,116.671875,2,0
08/03/09,40028.40729,F2 ZN\U09,116.65625,2,0
08/03/09,40028.40729,F2 ZN\U09,116.65625,1,0
08/03/09,40028.40729,F2 ZN\U09,116.65625,2,0
08/03/09,40028.40976,F2 ZN\U09,116.65625,1,1
08/03/09,40028.41056,F2 ZN\U09,116.671875,3,1
08/03/09,40028.41336,F2 ZN\U09,116.65625,2,0
08/03/09,40028.42365,F2 ZN\U09,116.265625,6,1
08/03/09,40028.424,F2 ZN\U09,116.28125,12,1
08/03/09,40028.42712,F2 ZN\U09,116.171875,1,0
08/03/09,40028.42712,F2 ZN\U09,116.171875,1,0
08/03/09,40028.43006,F2 ZN\U09,116.15625,5,0
08/03/09,40028.4306,F2 ZN\U09,116.109375,2,1
08/03/09,40028.43153,F2 ZN\U09,116.125,2,1
08/03/09,40028.43153,F2 ZN\U09,116.125,3,1
08/03/09,40028.43431,F2 ZN\U09,116.234375,1,1
08/03/09,40028.43754,F2 ZN\U09,116.171875,3,0
08/03/09,40028.43754,F2 ZN\U09,116.171875,1,0
08/03/09,40028.44451,F2 ZN\U09,116.109375,1,1
08/03/09,40028.4453,F2 ZN\U09,116.125,2,1
08/03/09,40028.46603,F2 ZN\U09,116.0625,1,1
08/03/09,40028.46917,F2 ZN\U09,116.078125,1,1
08/03/09,40028.46961,F2 ZN\U09,116.09375,4,1
08/03/09,40028.47264,F2 ZN\U09,116.125,1,1
08/03/09,40028.4744,F2 ZN\U09,116.140625,3,1
08/03/09,40028.47632,F2 ZN\U09,116.125,1,1
08/03/09,40028.48268,F2 ZN\U09,116.140625,1,0
08/03/09,40028.48374,F2 ZN\U09,116.125,2,0
08/03/09,40028.48991,F2 ZN\U09,116.140625,2,1
08/03/09,40028.49478,F2 ZN\U09,116.125,1,1
08/03/09,40028.49732,F2 ZN\U09,116.125,1,0
08/03/09,40028.50007,F2 ZN\U09,116.046875,3,0
08/03/09,40028.50698,F2 ZN\U09,116.109375,1,1
08/03/09,40028.51046,F2 ZN\U09,116.109375,1,1
08/03/09,40028.51138,F2 ZN\U09,116.125,2,1
08/03/09,40028.51794,F2 ZN\U09,116.140625,1,1
08/03/09,40028.52088,F2 ZN\U09,116.15625,1,0
08/03/09,40028.52229,F2 ZN\U09,116.140625,2,0
08/03/09,40028.52435,F2 ZN\U09,116.125,1,1
08/03/09,40028.5252,F2 ZN\U09,116.140625,2,1
08/03/09,40028.52781,F2 ZN\U09,116.15625,1,0
08/03/09,40028.53229,F2 ZN\U09,116.140625,1,0
08/03/09,40028.53861,F2 ZN\U09,116.15625,2,1
08/03/09,40028.54181,F2 ZN\U09,116.140625,2,0
08/03/09,40028.54898,F2 ZN\U09,116.15625,2,0
08/03/09,40028.55213,F2 ZN\U09,116.140625,1,1
08/03/09,40028.55227,F2 ZN\U09,116.15625,3,1
08/03/09,40028.55811,F2 ZN\U09,116.125,1,0
08/03/09,40028.55908,F2 ZN\U09,116.09375,1,1
08/03/09,40028.55925,F2 ZN\U09,116.109375,2,1
08/03/09,40028.56257,F2 ZN\U09,116.0625,1,0
08/03/09,40028.57063,F2 ZN\U09,116.140625,2,1
08/03/09,40028.57321,F2 ZN\U09,116.125,1,0
08/03/09,40028.57328,F2 ZN\U09,116.109375,2,0
08/03/09,40028.57662,F2 ZN\U09,116.140625,1,1
08/03/09,40028.57993,F2 ZN\U09,116.15625,1,0
08/03/09,40028.58685,F2 ZN\U09,116.15625,1,0
08/03/09,40028.58704,F2 ZN\U09,116.140625,2,0
08/03/09,40028.5905,F2 ZN\U09,116.15625,1,0
08/03/09,40028.59727,F2 ZN\U09,116.15625,1,1
08/03/09,40028.59782,F2 ZN\U09,116.171875,2,1
08/03/09,40028.60151,F2 ZN\U09,116.15625,1,0
08/03/09,40028.62157,F2 ZN\U09,116.140625,1,1
08/03/09,40028.62176,F2 ZN\U09,116.15625,3,1
08/03/09,40028.62504,F2 ZN\U09,116.1875,1,0
08/03/09,40028.63546,F2 ZN\U09,116.25,1,1
08/03/09,40028.63679,F2 ZN\U09,116.265625,2,1
08/03/09,40028.6426,F2 ZN\U09,116.234375,1,0
08/03/09,40028.65402,F2 ZN\U09,116.21875,2,0
08/03/09,40028.66143,F2 ZN\U09,116.265625,2,1
08/03/09,40028.6653,F2 ZN\U09,116.28125,1,1
08/03/09,40028.66675,F2 ZN\U09,116.28125,1,1
08/03/09,40028.66774,F2 ZN\U09,116.296875,3,1
08/03/09,40028.68407,F2 ZN\U09,116.265625,1,0
08/03/09,40028.69003,F2 ZN\U09,116.25,2,0
08/03/09,40028.69991,F2 ZN\U09,116.234375,2,0
08/03/09,40028.70154,F2 ZN\U09,116.21875,2,0
08/04/09,40029.09158,F2 ZN\U09,116.296875,2,1
08/04/09,40029.09407,F2 ZN\U09,116.28125,1,1
08/04/09,40029.09407,F2 ZN\U09,116.28125,1,1
08/04/09,40029.09729,F2 ZN\U09,116.234375,1,0
08/04/09,40029.09942,F2 ZN\U09,116.21875,3,0
08/04/09,40029.10677,F2 ZN\U09,116.1875,1,0
08/04/09,40029.11115,F2 ZN\U09,116.140625,1,1
08/04/09,40029.1129,F2 ZN\U09,116.15625,2,1
08/04/09,40029.11462,F2 ZN\U09,116.171875,2,0
08/04/09,40029.1148,F2 ZN\U09,116.15625,6,0
08/04/09,40029.11809,F2 ZN\U09,116.15625,1,1
08/04/09,40029.11895,F2 ZN\U09,116.171875,2,1
08/04/09,40029.11895,F2 ZN\U09,116.171875,2,1
08/04/09,40029.12219,F2 ZN\U09,116.171875,1,0
08/04/09,40029.12798,F2 ZN\U09,116.1875,1,1
08/04/09,40029.13447,F2 ZN\U09,116.1875,2,0
08/04/09,40029.13603,F2 ZN\U09,116.1875,2,1
08/04/09,40029.13974,F2 ZN\U09,116.1875,2,0
08/04/09,40029.14497,F2 ZN\U09,116.234375,1,0
08/04/09,40029.15099,F2 ZN\U09,116.28125,2,1
08/04/09,40029.15099,F2 ZN\U09,116.296875,6,1
08/04/09,40029.15282,F2 ZN\U09,116.296875,1,1
08/04/09,40029.15323,F2 ZN\U09,116.3125,3,1
08/04/09,40029.15976,F2 ZN\U09,116.28125,1,0
08/04/09,40029.16127,F2 ZN\U09,116.265625,3,0
08/04/09,40029.16323,F2 ZN\U09,116.25,1,0
08/04/09,40029.16323,F2 ZN\U09,116.25,1,0
08/04/09,40029.17614,F2 ZN\U09,116.25,2,0
08/04/09,40029.17776,F2 ZN\U09,116.234375,2,0
08/04/09,40029.18406,F2 ZN\U09,116.234375,1,0
08/04/09,40029.18456,F2 ZN\U09,116.21875,3,0
08/04/09,40029.18754,F2 ZN\U09,116.203125,1,1
08/04/09,40029.1902,F2 ZN\U09,116.21875,2,1
08/04/09,40029.19858,F2 ZN\U09,116.28125,1,1
08/04/09,40029.20278,F2 ZN\U09,116.28125,1,1
08/04/09,40029.20534,F2 ZN\U09,116.28125,1,1
08/04/09,40029.20573,F2 ZN\U09,116.296875,2,1
08/04/09,40029.20844,F2 ZN\U09,116.328125,1,0
08/04/09,40029.212,F2 ZN\U09,116.328125,1,1
08/04/09,40029.22013,F2 ZN\U09,116.265625,1,0
08/04/09,40029.22253,F2 ZN\U09,116.265625,1,0
08/04/09,40029.22772,F2 ZN\U09,116.25,2,0
08/04/09,40029.22982,F2 ZN\U09,116.25,1,0
08/04/09,40029.23211,F2 ZN\U09,116.234375,2,0
08/04/09,40029.23661,F2 ZN\U09,116.28125,1,1
08/04/09,40029.239,F2 ZN\U09,116.296875,4,1
08/04/09,40029.25422,F2 ZN\U09,116.3125,2,1
08/04/09,40029.26054,F2 ZN\U09,116.34375,2,0
08/04/09,40029.26253,F2 ZN\U09,116.328125,4,0
08/04/09,40029.27611,F2 ZN\U09,116.34375,2,0
08/04/09,40029.29421,F2 ZN\U09,116.3125,2,1
08/04/09,40029.29592,F2 ZN\U09,116.3125,1,0
08/04/09,40029.29986,F2 ZN\U09,116.3125,2,1
08/04/09,40029.30577,F2 ZN\U09,116.265625,2,0
08/04/09,40029.3135,F2 ZN\U09,116.21875,2,0
08/04/09,40029.31856,F2 ZN\U09,116.21875,2,1
08/04/09,40029.33112,F2 ZN\U09,116.234375,1,0
08/04/09,40029.34113,F2 ZN\U09,116.3125,1,1
08/04/09,40029.34441,F2 ZN\U09,116.296875,1,0
08/04/09,40029.35506,F2 ZN\U09,116.375,1,0
08/04/09,40029.35645,F2 ZN\U09,116.359375,3,0
08/04/09,40029.36487,F2 ZN\U09,116.53125,1,1
08/04/09,40029.36835,F2 ZN\U09,116.53125,1,1
08/04/09,40029.3752,F2 ZN\U09,116.515625,1,0
08/04/09,40029.37864,F2 ZN\U09,116.484375,1,0
08/04/09,40029.38198,F2 ZN\U09,116.546875,1,0
08/04/09,40029.38301,F2 ZN\U09,116.53125,2,0
08/04/09,40029.41324,F2 ZN\U09,116.484375,1,0
08/04/09,40029.41379,F2 ZN\U09,116.46875,3,0
08/04/09,40029.41671,F2 ZN\U09,116.328125,1,1
08/04/09,40029.41671,F2 ZN\U09,116.34375,3,1
08/04/09,40029.42036,F2 ZN\U09,116.28125,1,1
08/04/09,40029.4207,F2 ZN\U09,116.296875,4,1
08/04/09,40029.42712,F2 ZN\U09,116.078125,4,1
08/04/09,40029.42757,F2 ZN\U09,116.09375,8,1
08/04/09,40029.43061,F2 ZN\U09,116.109375,2,1
08/04/09,40029.43406,F2 ZN\U09,116.015625,2,0
08/04/09,40029.43754,F2 ZN\U09,116.109375,3,1
08/04/09,40029.43791,F2 ZN\U09,116.125,6,1
08/04/09,40029.44101,F2 ZN\U09,116.140625,1,0
08/04/09,40029.44235,F2 ZN\U09,116.125,1,0
08/04/09,40029.44236,F2 ZN\U09,116.125,1,0
08/04/09,40029.44249,F2 ZN\U09,116.125,1,0
08/04/09,40029.44449,F2 ZN\U09,116.046875,1,0
08/04/09,40029.44453,F2 ZN\U09,116.03125,4,0
08/04/09,40029.44818,F2 ZN\U09,115.953125,2,0
08/04/09,40029.44818,F2 ZN\U09,115.953125,1,0
08/04/09,40029.44826,F2 ZN\U09,115.9375,8,0
08/04/09,40029.45837,F2 ZN\U09,115.90625,2,0
08/04/09,40029.4585,F2 ZN\U09,115.890625,1,0
08/04/09,40029.45852,F2 ZN\U09,115.890625,1,0
08/04/09,40029.45854,F2 ZN\U09,115.890625,1,0
08/04/09,40029.45864,F2 ZN\U09,115.890625,1,0
08/04/09,40029.46196,F2 ZN\U09,115.796875,4,0
08/04/09,40029.46261,F2 ZN\U09,115.78125,10,0
08/04/09,40029.46532,F2 ZN\U09,115.828125,1,1
08/04/09,40029.46816,F2 ZN\U09,115.84375,3,1
08/04/09,40029.46893,F2 ZN\U09,115.859375,2,1
08/04/09,40029.47573,F2 ZN\U09,115.890625,3,1
08/04/09,40029.47595,F2 ZN\U09,115.90625,8,1
08/04/09,40029.48268,F2 ZN\U09,115.84375,3,0
08/04/09,40029.48295,F2 ZN\U09,115.828125,8,0
08/04/09,40029.4862,F2 ZN\U09,115.796875,1,0
08/04/09,40029.48651,F2 ZN\U09,115.78125,4,0
08/04/09,40029.49007,F2 ZN\U09,115.828125,2,1
08/04/09,40029.49312,F2 ZN\U09,115.875,3,1
08/04/09,40029.4932,F2 ZN\U09,115.890625,8,1
08/04/09,40029.50004,F2 ZN\U09,115.890625,1,1
08/04/09,40029.50037,F2 ZN\U09,115.90625,4,1
08/04/09,40029.50377,F2 ZN\U09,115.875,1,0
08/04/09,40029.50381,F2 ZN\U09,115.859375,4,0
08/04/09,40029.5119,F2 ZN\U09,115.84375,1,0
08/04/09,40029.51464,F2 ZN\U09,115.875,1,1
08/04/09,40029.52782,F2 ZN\U09,115.84375,1,0
08/04/09,40029.53476,F2 ZN\U09,115.8125,3,0
08/04/09,40029.53535,F2 ZN\U09,115.796875,5,0
08/04/09,40029.5354,F2 ZN\U09,115.796875,1,0
08/04/09,40029.54171,F2 ZN\U09,115.71875,2,0
08/04/09,40029.54182,F2 ZN\U09,115.703125,5,0
08/04/09,40029.54518,F2 ZN\U09,115.71875,2,1
08/04/09,40029.54891,F2 ZN\U09,115.703125,1,1
08/04/09,40029.55234,F2 ZN\U09,115.71875,1,0
08/04/09,40029.55589,F2 ZN\U09,115.765625,3,1
08/04/09,40029.55739,F2 ZN\U09,115.78125,6,1
08/04/09,40029.56345,F2 ZN\U09,115.796875,2,1
08/04/09,40029.56493,F2 ZN\U09,115.8125,4,1
08/04/09,40029.56604,F2 ZN\U09,115.859375,4,1
08/04/09,40029.57133,F2 ZN\U09,115.890625,2,1
08/04/09,40029.57206,F2 ZN\U09,115.90625,5,1
08/04/09,40029.57643,F2 ZN\U09,115.953125,2,1
08/04/09,40029.57768,F2 ZN\U09,115.96875,5,1
08/04/09,40029.57991,F2 ZN\U09,115.984375,3,1
08/04/09,40029.58338,F2 ZN\U09,115.984375,2,1
08/04/09,40029.58359,F2 ZN\U09,116,4,1
08/04/09,40029.58701,F2 ZN\U09,116.015625,1,1
08/04/09,40029.59067,F2 ZN\U09,115.96875,1,0
08/04/09,40029.59379,F2 ZN\U09,115.90625,6,0
08/04/09,40029.59379,F2 ZN\U09,115.90625,14,0
08/04/09,40029.59999,F2 ZN\U09,115.9375,1,1
08/04/09,40029.60074,F2 ZN\U09,115.9375,1,1
08/04/09,40029.60126,F2 ZN\U09,115.953125,3,1
08/04/09,40029.60656,F2 ZN\U09,115.921875,1,0
08/04/09,40029.6165,F2 ZN\U09,115.953125,1,1
08/04/09,40029.6181,F2 ZN\U09,115.984375,4,1
08/04/09,40029.61909,F2 ZN\U09,116,9,1
08/04/09,40029.62157,F2 ZN\U09,116.015625,1,1
08/04/09,40029.62211,F2 ZN\U09,116.03125,2,1
08/04/09,40029.62526,F2 ZN\U09,116.046875,1,1
08/04/09,40029.63223,F2 ZN\U09,116.109375,2,0
08/04/09,40029.66343,F2 ZN\U09,116.03125,1,0
08/04/09,40029.67367,F2 ZN\U09,116.015625,1,0
08/04/09,40029.67892,F2 ZN\U09,116,1,0
08/04/09,40029.67906,F2 ZN\U09,115.984375,2,0
08/04/09,40029.68944,F2 ZN\U09,115.9375,4,0
08/04/09,40029.69037,F2 ZN\U09,115.921875,8,0
08/04/09,40029.69449,F2 ZN\U09,115.953125,1,1
08/04/09,40029.6956,F2 ZN\U09,115.96875,3,1
08/04/09,40029.69796,F2 ZN\U09,115.953125,1,1
08/05/09,40030.09032,F2 ZN\U09,116.125,2,1
08/05/09,40030.09177,F2 ZN\U09,116.140625,4,1
08/05/09,40030.09774,F2 ZN\U09,116.09375,2,1
08/05/09,40030.10147,F2 ZN\U09,116.09375,1,0
08/05/09,40030.10439,F2 ZN\U09,116.078125,1,1
08/05/09,40030.10811,F2 ZN\U09,116.0625,2,0
08/05/09,40030.11352,F2 ZN\U09,116.0625,1,0
08/05/09,40030.13545,F2 ZN\U09,116.0625,1,0
08/05/09,40030.13546,F2 ZN\U09,116.046875,2,0
08/05/09,40030.14287,F2 ZN\U09,116.046875,1,0
08/05/09,40030.15305,F2 ZN\U09,116.109375,2,1
08/05/09,40030.15476,F2 ZN\U09,116.125,3,1
08/05/09,40030.15476,F2 ZN\U09,116.125,1,1
08/05/09,40030.16767,F2 ZN\U09,116.078125,1,0
08/05/09,40030.18422,F2 ZN\U09,116.09375,1,0
08/05/09,40030.18609,F2 ZN\U09,116.078125,2,0
08/05/09,40030.18768,F2 ZN\U09,116.0625,2,0
08/05/09,40030.19222,F2 ZN\U09,115.921875,1,0
08/05/09,40030.19244,F2 ZN\U09,115.90625,4,0
08/05/09,40030.20837,F2 ZN\U09,115.921875,1,1
08/05/09,40030.21299,F2 ZN\U09,115.96875,1,0
08/05/09,40030.21408,F2 ZN\U09,115.953125,4,0
08/05/09,40030.21879,F2 ZN\U09,115.90625,1,1
08/05/09,40030.21926,F2 ZN\U09,115.921875,4,1
08/05/09,40030.22629,F2 ZN\U09,115.921875,1,0
08/05/09,40030.23292,F2 ZN\U09,115.828125,2,0
08/05/09,40030.23628,F2 ZN\U09,115.875,1,1
08/05/09,40030.24145,F2 ZN\U09,115.875,1,1
08/05/09,40030.25005,F2 ZN\U09,115.828125,2,0
08/05/09,40030.25698,F2 ZN\U09,115.828125,1,0
08/05/09,40030.25748,F2 ZN\U09,115.8125,3,0
08/05/09,40030.26053,F2 ZN\U09,115.6875,7,0
08/05/09,40030.26058,F2 ZN\U09,115.671875,15,0
08/05/09,40030.26452,F2 ZN\U09,115.703125,1,1
08/05/09,40030.26772,F2 ZN\U09,115.75,2,1
08/05/09,40030.2885,F2 ZN\U09,115.671875,1,0
08/05/09,40030.28937,F2 ZN\U09,115.65625,4,0
08/05/09,40030.2928,F2 ZN\U09,115.703125,2,1
08/05/09,40030.29518,F2 ZN\U09,115.71875,1,1
08/05/09,40030.31254,F2 ZN\U09,115.671875,1,0
08/05/09,40030.31258,F2 ZN\U09,115.65625,2,0
08/05/09,40030.31624,F2 ZN\U09,115.5625,1,0
08/05/09,40030.31632,F2 ZN\U09,115.546875,2,0
08/05/09,40030.31948,F2 ZN\U09,115.640625,2,1
08/05/09,40030.3199,F2 ZN\U09,115.65625,5,1
08/05/09,40030.32296,F2 ZN\U09,115.640625,1,1
08/05/09,40030.32365,F2 ZN\U09,115.65625,3,1
08/05/09,40030.32642,F2 ZN\U09,115.625,1,0
08/05/09,40030.32715,F2 ZN\U09,115.609375,2,0
08/05/09,40030.3299,F2 ZN\U09,115.640625,1,1
08/05/09,40030.33061,F2 ZN\U09,115.65625,2,1
08/05/09,40030.33721,F2 ZN\U09,115.59375,2,0
08/05/09,40030.34259,F2 ZN\U09,115.5625,2,0
08/05/09,40030.34323,F2 ZN\U09,115.546875,1,0
08/05/09,40030.34339,F2 ZN\U09,115.546875,5,0
08/05/09,40030.34379,F2 ZN\U09,115.703125,7,1
08/05/09,40030.34379,F2 ZN\U09,115.703125,3,1
08/05/09,40030.35074,F2 ZN\U09,115.53125,3,0
08/05/09,40030.35079,F2 ZN\U09,115.515625,8,0
08/05/09,40030.35427,F2 ZN\U09,115.578125,2,1
08/05/09,40030.36028,F2 ZN\U09,115.59375,2,1
08/05/09,40030.36115,F2 ZN\U09,115.671875,2,1
08/05/09,40030.36115,F2 ZN\U09,115.671875,3,1
08/05/09,40030.36115,F2 ZN\U09,115.671875,1,1
08/05/09,40030.36123,F2 ZN\U09,115.6875,12,1
08/05/09,40030.36462,F2 ZN\U09,115.625,3,0
08/05/09,40030.36475,F2 ZN\U09,115.609375,6,0
08/05/09,40030.3681,F2 ZN\U09,115.640625,1,1
08/05/09,40030.37156,F2 ZN\U09,115.59375,2,0
08/05/09,40030.37163,F2 ZN\U09,115.578125,5,0
08/05/09,40030.37851,F2 ZN\U09,115.515625,2,0
08/05/09,40030.37851,F2 ZN\U09,115.515625,1,0
08/05/09,40030.3822,F2 ZN\U09,115.5625,1,1
08/05/09,40030.38249,F2 ZN\U09,115.578125,2,1
08/05/09,40030.3857,F2 ZN\U09,115.625,2,1
08/05/09,40030.38575,F2 ZN\U09,115.640625,4,1
08/05/09,40030.38893,F2 ZN\U09,115.671875,1,1
08/05/09,40030.39076,F2 ZN\U09,115.6875,3,1
08/05/09,40030.39588,F2 ZN\U09,115.65625,1,1
08/05/09,40030.39601,F2 ZN\U09,115.671875,4,1
08/05/09,40030.39936,F2 ZN\U09,115.71875,1,1
08/05/09,40030.40434,F2 ZN\U09,115.640625,2,0
08/05/09,40030.40473,F2 ZN\U09,115.625,4,0
08/05/09,40030.40629,F2 ZN\U09,115.625,1,0
08/05/09,40030.40646,F2 ZN\U09,115.609375,4,0
08/05/09,40030.40976,F2 ZN\U09,115.765625,5,1
08/05/09,40030.41001,F2 ZN\U09,115.78125,11,1
08/05/09,40030.41336,F2 ZN\U09,115.859375,3,1
08/05/09,40030.42383,F2 ZN\U09,116.234375,1,1
08/05/09,40030.43059,F2 ZN\U09,116.34375,4,0
08/05/09,40030.43063,F2 ZN\U09,116.328125,9,0
08/05/09,40030.43426,F2 ZN\U09,116.234375,2,1
08/05/09,40030.43459,F2 ZN\U09,116.25,6,1
08/05/09,40030.43765,F2 ZN\U09,116.203125,1,0
08/05/09,40030.44103,F2 ZN\U09,116.25,1,1
08/05/09,40030.44503,F2 ZN\U09,116.25,2,0
08/05/09,40030.44798,F2 ZN\U09,116.3125,1,0
08/05/09,40030.45143,F2 ZN\U09,116.453125,2,0
08/05/09,40030.4549,F2 ZN\U09,116.40625,1,0
08/05/09,40030.4549,F2 ZN\U09,116.40625,2,0
08/05/09,40030.45497,F2 ZN\U09,116.390625,6,0
08/05/09,40030.45999,F2 ZN\U09,116.34375,2,1
08/05/09,40030.46532,F2 ZN\U09,116.25,2,1
08/05/09,40030.46555,F2 ZN\U09,116.265625,5,1
08/05/09,40030.47226,F2 ZN\U09,116.3125,5,0
08/05/09,40030.47226,F2 ZN\U09,116.3125,2,0
