Account1,Account2,Account3,Account4,Account5,Account6,date,time,price,qty,side,Account1_C++,Account2_C++,Account3_C++,Account4_C++,Account5_C++,Account6_C++,Account1_matlab,Account2_matlab,Account3_matlab,Account4_matlab,Account5_matlab,Account6_matlab
True,True,True,False,True,False,11/16/2009,40133.63894,78.72,1,1,-3,-1,0,0,-1,-1,-3,-1,0,-1,-1,0
True,False,False,False,True,False,11/16/2009,40133.64935,78.69,1,1,-3,-2,0,0,-1,-1,-3,-1,-1,-1,-1,0
True,False,False,True,True,True,11/16/2009,40133.6598,78.81,1,0,-3,-2,0,0,-1,0,-3,-1,-1,0,-1,0
True,False,False,True,True,True,11/16/2009,40133.68061,78.87,1,0,-3,-1,0,0,-1,0,-3,0,-1,0,-1,0
True,True,True,False,True,False,11/17/2009,40134.118460000005,78.7,2,1,-3,-1,-1,0,-1,-1,-3,-1,-1,-1,-1,0
True,True,True,False,False,True,11/17/2009,40134.14935,78.53,1,0,-3,-1,-1,0,-1,0,-3,-1,-1,-1,0,0
True,True,False,False,True,True,11/17/2009,40134.14935,78.53,1,0,-3,-1,-1,0,0,0,-3,-1,0,-1,0,0
True,True,True,True,True,True,11/17/2009,40134.14935,78.52,1,0,-3,-1,0,0,0,0,-3,-1,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.14935,78.52,1,0,-2,-1,0,0,0,0,-2,-1,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.1806,78.51,1,1,-3,-1,0,0,0,0,-3,-1,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.1806,78.51,1,1,-3,-1,0,-1,0,0,-3,-1,0,-1,0,0
True,True,True,True,True,True,11/17/2009,40134.18078,78.5,1,1,-3,-1,0,-2,0,0,-3,-1,0,-2,0,0
True,True,True,True,True,True,11/17/2009,40134.19101,78.49,1,0,-2,-1,0,-2,0,0,-2,-1,0,-2,0,0
True,True,True,True,True,True,11/17/2009,40134.22227,78.4,1,0,-2,-1,0,-1,0,0,-2,-1,0,-1,0,0
True,True,True,True,True,True,11/17/2009,40134.22227,78.4,1,0,-2,0,0,-1,0,0,-2,0,0,-1,0,0
True,False,False,True,True,True,11/17/2009,40134.23276,78.41,1,1,-2,0,-1,-1,0,0,-2,-1,0,-1,0,0
True,False,False,True,True,True,11/17/2009,40134.243089999996,78.34,1,0,-2,0,-1,0,0,0,-2,-1,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.243089999996,78.33,1,0,-2,0,0,0,0,0,-2,0,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.24336,78.34,1,0,-1,0,0,0,0,0,-1,0,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.24463,78.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0
True,False,False,True,True,True,11/17/2009,40134.253560000005,78.44,1,1,0,-1,0,0,0,0,0,0,-1,0,0,0
True,False,False,True,True,True,11/17/2009,40134.25581,78.43,3,1,0,-3,-1,0,0,0,0,0,-4,0,0,0
True,False,False,True,False,False,11/17/2009,40134.25581,78.42,1,1,0,-3,-1,0,0,-1,0,0,-4,0,-1,0
True,False,False,True,False,True,11/17/2009,40134.26393,78.47,1,0,0,-3,-1,0,0,0,0,0,-3,0,-1,0
True,False,False,True,False,True,11/17/2009,40134.26403,78.48,1,0,0,-2,-1,0,0,0,0,0,-2,0,-1,0
True,False,True,True,False,True,11/17/2009,40134.26467,78.49,1,0,0,-1,-1,0,0,0,0,0,-1,0,-1,0
False,True,True,True,False,True,11/17/2009,40134.28501,78.55,1,1,-1,-1,-1,0,0,0,0,-1,-1,0,-1,0
False,False,False,True,False,True,11/17/2009,40134.28507,78.55,1,1,-1,-2,-1,0,0,0,0,-1,-2,0,-1,0
True,False,True,True,False,True,11/17/2009,40134.29517,78.35,1,0,0,-2,-1,0,0,0,0,-1,-1,0,-1,0
True,True,True,True,True,True,11/17/2009,40134.29519,78.36,1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0
True,True,True,True,True,True,11/17/2009,40134.29539,78.36,1,0,0,-1,0,0,0,0,0,-1,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.29608,78.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.3056,78.22,1,0,1,0,0,0,0,0,1,0,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.31603,78.33,1,1,0,0,0,0,0,0,0,0,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.339739999996,78.57,1,0,1,0,0,0,0,0,1,0,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.34726,78.66,1,1,0,0,0,0,0,0,0,0,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.34726,78.66,1,1,-1,0,0,0,0,0,-1,0,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.34726,78.66,1,1,-2,0,0,0,0,0,-2,0,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.34726,78.66,1,1,-3,0,0,0,0,0,-3,0,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.34726,78.66,1,1,-3,-1,0,0,0,0,-3,-1,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.34726,78.66,1,1,-3,-1,0,0,-1,0,-3,-1,0,0,-1,0
True,True,True,True,True,True,11/17/2009,40134.35405,78.85,1,0,-3,-1,0,0,0,0,-3,-1,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.38893,78.56,1,1,-3,-1,0,0,-1,0,-3,-1,0,0,-1,0
False,True,True,True,False,True,11/17/2009,40134.399710000005,78.43,1,0,-3,-1,0,0,0,0,-2,-1,0,0,-1,0
False,True,True,True,False,True,11/17/2009,40134.399860000005,78.44,1,0,-2,-1,0,0,0,0,-1,-1,0,0,-1,0
True,True,True,True,True,True,11/17/2009,40134.39989,78.45,1,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.40982,78.78,2,1,-3,-1,0,0,0,0,-3,-1,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.412860000004,79.08,1,0,-2,-1,0,0,0,0,-2,-1,0,0,0,0
True,True,True,False,False,True,11/17/2009,40134.42093,78.72,1,1,-2,-1,0,-1,0,0,-2,-1,0,0,-1,0
False,True,True,False,True,True,11/17/2009,40134.43085,78.83,1,0,-1,-1,0,-1,0,0,-2,-1,0,0,0,0
False,True,False,False,False,True,11/17/2009,40134.44102,78.68,1,1,-1,-1,-1,-1,0,0,-2,-1,0,0,-1,0
False,True,False,False,False,True,11/17/2009,40134.48269,78.55,1,1,-2,-1,-1,-1,0,0,-3,-1,0,0,-1,0
False,True,True,False,True,True,11/17/2009,40134.503580000004,78.71,1,0,-2,-1,0,-1,0,0,-3,-1,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.51412,78.86,1,0,-2,-1,0,0,0,0,-2,-1,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.55467,79.51,1,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.58689,79.46,1,0,-1,0,0,0,0,0,-1,0,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.59728,79.47,1,1,-1,-1,0,0,0,0,-1,-1,0,0,0,0
False,False,True,True,True,True,11/17/2009,40134.60773,79.1,1,1,-1,-2,0,0,0,0,-2,-1,0,0,0,0
True,True,True,True,True,True,11/17/2009,40134.61811,79.07,1,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0
True,True,True,False,False,True,11/17/2009,40134.628619999996,79.11,1,1,-1,-1,0,0,-1,0,-1,-1,0,-1,0,0
False,False,True,False,False,True,11/17/2009,40134.64955,79.26,1,1,-1,-2,0,0,-1,0,-2,-1,0,-1,0,0
False,False,True,False,True,True,11/17/2009,40134.68244,79.13,1,0,-1,-2,0,0,0,0,-2,0,0,-1,0,0
False,False,True,False,True,True,11/18/2009,40135.19103,79.86,1,0,0,-2,0,0,0,0,-1,0,0,-1,0,0
False,False,True,False,True,True,11/18/2009,40135.2015,79.85,1,1,0,-2,0,0,-1,0,-1,0,0,-1,-1,0
False,False,True,False,True,True,11/18/2009,40135.211839999996,79.99,2,1,0,-4,0,0,-1,0,-1,0,0,-3,-1,0
False,False,True,False,True,True,11/18/2009,40135.22227,79.93,1,0,0,-4,0,0,0,0,-1,0,0,-3,0,0
False,False,True,False,True,True,11/18/2009,40135.243089999996,79.88,2,0,0,-2,0,0,0,0,-1,0,0,-1,0,0
False,False,True,False,True,True,11/18/2009,40135.25352,80.0,2,1,0,-4,0,0,0,0,-1,0,0,-3,0,0
False,False,False,False,False,True,11/18/2009,40135.264039999995,79.96,1,1,0,-4,0,0,-1,0,-1,0,-1,-3,0,0
False,False,False,False,False,True,11/18/2009,40135.273760000004,80.06,1,0,0,-3,0,0,-1,0,-1,0,-1,-2,0,0
False,False,True,False,True,True,11/18/2009,40135.27437,80.09,1,0,0,-3,0,0,0,0,-1,0,0,-2,0,0
False,False,True,False,True,True,11/18/2009,40135.3056,80.01,1,1,0,-4,0,0,0,0,-1,0,0,-3,0,0
False,False,True,False,True,True,11/18/2009,40135.31601,79.9,1,0,0,-3,0,0,0,0,-1,0,0,-2,0,0
True,False,True,False,True,True,11/18/2009,40135.32645,79.94,1,1,-1,-3,0,0,0,0,-1,-1,0,-2,0,0
False,False,True,False,True,True,11/18/2009,40135.32645,79.94,1,1,-1,-4,0,0,0,0,-2,-1,0,-2,0,0
False,False,True,False,True,True,11/18/2009,40135.33685,79.88,1,0,0,-4,0,0,0,0,-2,0,0,-2,0,0
False,False,True,False,True,True,11/18/2009,40135.34726,79.84,1,0,0,-3,0,0,0,0,-2,0,0,-1,0,0
False,False,True,True,True,True,11/18/2009,40135.3587,79.91,1,0,0,-2,0,0,0,0,-2,0,0,0,0,0
False,False,True,True,True,True,11/18/2009,40135.36825,79.57,1,1,-1,-2,0,0,0,0,-3,0,0,0,0,0
False,False,True,False,True,True,11/18/2009,40135.36826,79.57,1,1,-2,-2,0,0,0,0,-3,0,0,-1,0,0
False,False,True,False,True,True,11/18/2009,40135.37852,79.33,1,1,-2,-2,-1,0,0,0,-3,0,-1,-1,0,0
False,False,True,True,True,True,11/18/2009,40135.38893,79.91,1,0,-2,-1,-1,0,0,0,-3,0,-1,0,0,0
False,False,True,True,True,True,11/18/2009,40135.39188,79.98,2,0,-1,-1,0,0,0,0,-2,0,0,0,0,0
False,True,True,False,True,True,11/18/2009,40135.42019,79.67,1,1,-1,-1,0,-1,0,0,-2,-1,0,0,0,0
True,False,True,False,True,True,11/18/2009,40135.4375,80.05,1,0,-1,0,0,-1,0,0,-1,-1,0,0,0,0
True,True,True,True,True,True,11/18/2009,40135.44102,80.07,1,0,-1,0,0,0,0,0,-1,0,0,0,0,0
True,True,True,True,True,True,11/18/2009,40135.45143,79.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0
True,False,True,False,True,True,11/18/2009,40135.47227,79.79,1,1,0,-1,0,0,0,0,0,0,0,-1,0,0
True,False,True,False,True,True,11/18/2009,40135.47227,79.78,1,1,0,-2,0,0,0,0,0,0,0,-2,0,0
True,False,True,False,True,True,11/18/2009,40135.4724,79.77,1,1,0,-2,0,0,-1,0,0,0,0,-2,-1,0
True,False,True,False,True,True,11/18/2009,40135.4766,80.02,1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0
True,False,True,False,True,True,11/18/2009,40135.47713,80.08,1,0,0,-1,0,0,0,0,0,0,0,-1,0,0
True,True,True,True,True,True,11/18/2009,40135.477139999995,80.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0
True,False,False,True,True,True,11/18/2009,40135.482939999994,79.9,1,1,0,0,-1,0,0,0,0,-1,0,0,0,0
True,True,True,True,True,True,11/18/2009,40135.48829,80.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0
True,False,True,False,True,True,11/18/2009,40135.49312,79.88,1,1,0,-1,0,0,0,0,0,0,0,-1,0,0
True,False,True,False,True,True,11/18/2009,40135.51393,79.51,1,1,0,-1,0,0,0,-1,0,0,0,-1,0,-1
True,False,True,False,False,True,11/18/2009,40135.51393,79.52,1,1,0,-1,0,0,-1,-1,0,0,0,-2,0,-1
True,False,True,False,False,True,11/18/2009,40135.51393,79.51,1,1,0,-1,0,0,-2,-1,0,0,0,-3,0,-1
True,False,True,False,False,True,11/18/2009,40135.513960000004,79.5,1,1,0,-1,0,0,-2,-2,0,0,0,-3,0,-2
True,False,True,False,False,True,11/18/2009,40135.53477,79.53,1,1,0,-1,-1,0,-2,-2,0,0,-1,-3,0,-2
True,True,False,False,False,True,11/18/2009,40135.54527,78.75,1,0,0,0,-1,0,-2,-2,0,0,0,-3,0,-2
True,True,True,False,False,True,11/18/2009,40135.54527,78.76,2,0,0,0,0,0,-1,-2,0,0,0,-1,0,-2
True,True,True,True,True,True,11/18/2009,40135.54527,78.77,1,0,0,0,0,0,0,-2,0,0,0,0,0,-2
True,True,True,True,True,True,11/18/2009,40135.55098,79.04,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1
True,True,True,True,True,True,11/18/2009,40135.55667,78.76,1,1,0,0,0,0,0,-2,0,0,0,0,0,-2
True,True,True,True,True,True,11/18/2009,40135.573580000004,79.08,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1
True,True,True,True,True,True,11/18/2009,40135.58686,79.25,2,1,0,0,0,0,0,-3,0,0,0,0,0,-3
True,True,True,False,False,True,11/18/2009,40135.59728,79.4,1,1,0,0,0,0,-1,-3,0,0,0,-1,0,-3
True,True,True,True,True,True,11/18/2009,40135.59728,79.41,1,1,0,0,0,-1,-1,-3,0,0,0,-1,-1,-3
True,True,True,False,False,True,11/18/2009,40135.59878,79.39,1,1,0,0,0,-1,-2,-3,0,0,0,-2,-1,-3
True,True,True,False,False,True,11/18/2009,40135.67034,79.71,1,0,0,0,0,-1,-2,-2,0,0,0,-2,-1,-2
True,True,True,True,True,True,11/18/2009,40135.67034,79.71,1,0,0,0,0,-1,-1,-2,0,0,0,-1,-1,-2
True,True,True,False,False,True,11/19/2009,40136.09033,79.62,2,1,0,0,0,-1,-3,-2,0,0,0,-3,-1,-2
True,True,True,False,False,True,11/19/2009,40136.097389999995,79.74,1,0,0,0,0,-1,-3,-1,0,0,0,-3,-1,-1
True,True,True,False,False,True,11/19/2009,40136.09792,79.75,1,0,0,0,0,-1,-2,-1,0,0,0,-2,-1,-1
True,True,True,False,False,True,11/19/2009,40136.10768,79.64,1,1,0,0,0,-1,-2,-2,0,0,0,-2,-1,-2
True,True,True,False,False,True,11/19/2009,40136.118089999996,79.41,1,1,0,0,0,-1,-2,-3,0,0,0,-2,-1,-3
True,True,True,False,False,True,11/19/2009,40136.13178,79.3,1,0,0,0,0,-1,-2,-2,0,0,0,-2,-1,-2
True,True,True,False,False,True,11/19/2009,40136.13893,79.11,1,0,0,0,0,-1,-2,-1,0,0,0,-2,-1,-1
True,True,True,False,False,True,11/19/2009,40136.13893,79.1,1,0,0,0,0,-1,-2,0,0,0,0,-2,-1,0
True,True,True,True,True,True,11/19/2009,40136.13893,79.1,1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,0
True,True,True,True,True,True,11/19/2009,40136.13893,79.1,1,0,0,0,0,-1,0,0,0,0,0,-1,0,0
True,True,True,True,True,True,11/19/2009,40136.13893,79.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
True,True,True,True,True,True,11/19/2009,40136.18142,78.99,1,0,0,1,0,0,0,0,0,1,0,0,0,0
True,True,True,True,True,True,11/19/2009,40136.21215,79.19,1,1,0,0,0,0,0,0,0,0,0,0,0,0
True,True,True,True,True,True,11/19/2009,40136.26392,79.08,1,0,0,0,0,0,0,1,0,0,0,0,0,1
True,True,True,True,True,True,11/19/2009,40136.27436,78.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0
True,True,True,True,True,True,11/19/2009,40136.29518,78.92,1,0,0,0,0,0,0,1,0,0,0,0,0,1
True,True,True,True,True,True,11/19/2009,40136.30608,78.76,1,1,0,0,0,0,0,0,0,0,0,0,0,0
True,True,True,False,False,True,11/19/2009,40136.30608,78.76,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0
True,True,True,True,True,True,11/19/2009,40136.31192,78.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
False,False,True,True,True,True,11/19/2009,40136.33687,79.04,1,0,0,1,0,0,0,0,1,0,0,0,0,0
True,True,True,True,True,True,11/19/2009,40136.34728,79.26,1,1,0,0,0,0,0,0,0,0,0,0,0,0
False,False,True,True,True,True,11/19/2009,40136.347330000004,79.25,3,1,-3,0,0,0,0,0,0,-3,0,0,0,0
False,False,True,False,False,True,11/19/2009,40136.347330000004,79.24,1,1,-3,0,0,0,-1,0,0,-3,0,-1,0,0
False,False,True,False,False,True,11/19/2009,40136.35768,79.29,1,0,-2,0,0,0,-1,0,0,-2,0,-1,0,0
False,False,True,False,True,True,11/19/2009,40136.35768,79.3,1,0,-2,0,0,0,0,0,0,-1,0,-1,0,0
False,True,True,False,True,True,11/19/2009,40136.35769,79.3,1,0,-1,0,0,0,0,0,0,0,0,-1,0,0
True,True,True,True,True,True,11/19/2009,40136.35773,79.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0
False,False,True,True,True,True,11/19/2009,40136.35855,79.31,2,1,-2,0,0,0,0,0,-1,-1,0,0,0,0
True,True,True,True,True,True,11/19/2009,40136.36813,79.02,1,0,-1,0,0,0,0,0,-1,0,0,0,0,0
True,True,True,True,True,True,11/19/2009,40136.36813,79.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0
True,True,True,False,False,True,11/19/2009,40136.37851,79.11,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0
True,True,True,False,False,True,11/19/2009,40136.38894,79.4,1,1,-1,0,0,0,-1,0,-1,0,0,-1,0,0
False,False,True,False,False,True,11/19/2009,40136.38894,79.4,1,1,-1,-1,0,0,-1,0,-2,0,0,-1,0,0
False,False,True,False,False,True,11/19/2009,40136.38894,79.4,1,1,-2,-1,0,0,-1,0,-3,0,0,-1,0,0
True,True,True,False,False,True,11/19/2009,40136.38908,79.39,1,1,-3,-1,0,0,-1,0,-3,-1,0,-1,0,0
True,True,True,False,False,True,11/19/2009,40136.39937,79.18,1,0,-2,-1,0,0,-1,0,-2,-1,0,-1,0,0
True,True,True,True,True,True,11/19/2009,40136.39937,79.19,1,0,-2,-1,0,0,0,0,-2,-1,0,0,0,0
True,True,True,True,True,True,11/19/2009,40136.40977,78.17,1,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0
True,True,True,True,True,True,11/19/2009,40136.40978,78.18,1,0,-1,0,0,0,0,0,-1,0,0,0,0,0
True,True,True,True,True,True,11/19/2009,40136.40978,78.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
True,True,True,True,True,True,11/19/2009,40136.40978,78.18,1,0,0,0,0,0,0,1,0,0,0,0,0,1
True,True,True,False,False,True,11/19/2009,40136.41173,78.19,1,0,0,0,0,0,1,1,0,0,0,1,0,1
True,True,True,True,True,True,11/19/2009,40136.44102,77.71,1,0,0,0,0,1,1,1,0,0,0,1,1,1
True,True,True,True,True,True,11/19/2009,40136.44102,77.71,1,0,0,0,0,1,1,2,0,0,0,1,1,2
True,False,True,False,True,True,11/19/2009,40136.44103,77.72,1,0,0,1,0,1,1,2,0,0,0,2,1,2
True,False,True,False,True,True,11/19/2009,40136.45143,77.26,1,1,0,1,0,1,1,1,0,0,0,2,1,1
True,False,True,True,False,True,11/19/2009,40136.45828,77.19,1,1,0,1,0,1,0,1,0,0,0,1,1,1
True,False,True,True,False,True,11/19/2009,40136.46185,77.28,1,0,0,1,0,1,0,2,0,0,0,1,1,2
True,False,True,True,False,True,11/19/2009,40136.48268,77.52,2,0,0,1,0,1,0,4,0,0,0,1,1,4
True,False,True,True,False,True,11/19/2009,40136.50354,77.67,1,0,0,1,0,1,0,5,0,0,0,1,1,5
True,False,True,True,False,True,11/19/2009,40136.51393,77.71,1,1,0,1,0,1,0,4,0,0,0,1,1,4
True,False,True,False,True,True,11/19/2009,40136.52435,78.0,1,1,0,1,0,0,0,4,0,0,0,1,0,4
True,False,True,False,True,True,11/19/2009,40136.53478,77.84,1,0,0,1,0,0,1,4,0,0,0,1,1,4
True,False,True,False,True,True,11/19/2009,40136.53478,77.84,1,0,0,2,0,0,1,4,0,1,0,1,1,4
True,False,True,False,True,True,11/19/2009,40136.548389999996,77.48,1,1,0,2,0,0,1,3,0,1,0,1,1,3
True,False,True,False,True,True,11/19/2009,40136.54896,77.42,1,1,0,2,0,0,1,2,0,1,0,1,1,2
True,True,True,True,True,True,11/19/2009,40136.55753,77.29,1,1,0,1,0,0,1,2,0,1,0,0,1,2
True,True,True,True,True,True,11/19/2009,40136.56603,77.53,1,0,0,1,0,1,1,2,0,1,0,1,1,2
True,True,True,True,True,True,11/19/2009,40136.56603,77.53,1,0,0,1,0,1,1,3,0,1,0,1,1,3
True,False,False,True,True,True,11/19/2009,40136.56622,77.54,1,0,0,1,1,1,1,3,0,2,0,1,1,3
True,True,False,False,True,True,11/19/2009,40136.57175,77.31,1,1,0,1,1,0,1,3,0,1,0,1,1,3
True,True,False,False,True,True,11/19/2009,40136.57647,77.46,1,1,0,1,1,0,1,2,0,1,0,1,1,2
True,True,False,False,True,True,11/19/2009,40136.59067,77.24,1,1,0,0,1,0,1,2,0,0,0,1,1,2
True,True,False,False,True,True,11/19/2009,40136.59792,77.46,1,0,0,0,1,0,1,3,0,0,0,1,1,3
False,True,False,False,True,True,11/19/2009,40136.61849,77.66,2,0,1,0,2,0,1,3,0,0,0,3,1,3
False,True,False,False,True,True,11/19/2009,40136.628710000005,77.59,1,1,1,0,1,0,1,3,0,0,0,2,1,3
False,True,False,False,True,True,11/19/2009,40136.65979,77.7,1,0,1,0,2,0,1,3,0,0,0,3,1,3
False,True,False,False,True,True,11/19/2009,40136.68157,77.68,1,1,1,0,1,0,1,3,0,0,0,2,1,3
False,True,True,False,True,True,11/19/2009,40136.69105,77.76,1,0,2,0,1,0,1,3,0,0,1,2,1,3
