-1,0,0,0,0,0
-2,0,0,0,0,0
-3,0,0,0,0,0
-3,-1,0,0,0,0
-3,-1,-1,0,0,0
-4,-1,-1,0,0,0
-5,-1,-1,0,0,0
-5,-1,-1,-1,0,0
-6,-1,-1,-1,0,0
-7,-1,-1,-1,0,0
-7,-1,-1,-1,-1,0
-7,-1,-1,-1,0,0
-6,-1,-1,-1,0,0
-5,-1,-1,-1,0,0
-5,-1,-1,0,0,0
-4,-1,-1,0,0,0
-3,-1,-1,0,0,0
-3,-1,0,0,0,0
-3,0,0,0,0,0
-2,0,0,0,0,0
-1,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
-1,0,0,0,0,0
-2,0,0,0,0,0
-3,0,0,0,0,0
-3,-1,0,0,0,0
-3,-1,-1,0,0,0
-4,-1,-1,0,0,0
-5,-1,-1,0,0,0
-5,-1,-1,0,-1,0
-5,-1,-1,0,0,0
-4,-1,-1,0,0,0
-3,-1,-1,0,0,0
-3,-1,0,0,0,0
-3,0,0,0,0,0
-2,0,0,0,0,0
-1,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
3,1,0,0,0,0
3,1,1,0,0,0
4,1,1,0,0,0
5,1,1,0,0,0
5,1,1,1,0,0
6,1,1,1,0,0
7,1,1,1,0,0
7,1,1,1,1,0
7,2,1,1,1,0
7,2,2,1,1,0
8,2,2,1,1,0
8,2,2,2,1,0
8,2,2,1,1,0
7,2,2,1,1,0
6,2,2,1,1,0
6,2,1,1,1,0
5,2,1,1,1,0
5,2,1,1,0,0
5,1,1,1,0,0
5,1,1,0,0,0
4,1,1,0,0,0
3,1,1,0,0,0
3,1,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,-1,0,0,0
0,0,0,0,0,0
-1,0,0,0,0,0
-2,0,0,0,0,0
-3,0,0,0,0,0
-3,-1,0,0,0,0
-3,-1,-1,0,0,0
-3,-1,-1,0,-1,0
-3,-1,-1,0,0,0
-4,-1,-1,0,0,0
-5,-1,-1,0,0,0
-5,-1,-1,-1,0,0
-6,-1,-1,-1,0,0
-6,-1,-1,-1,0,-1
-6,-1,-1,-1,-1,-1
-6,-1,-2,-1,-1,-1
-6,-1,-2,-2,-1,-1
-6,-1,-2,-2,-2,-1
-6,-1,-2,-2,-2,0
-6,-1,-2,-2,-1,0
-6,-1,-2,-1,-1,0
-6,-1,-1,-1,-1,0
-6,-1,-1,-1,0,0
-5,-1,-1,-1,0,0
-5,-1,-1,0,0,0
-4,-1,-1,0,0,0
-3,-1,-1,0,0,0
-3,-1,0,0,0,0
-3,0,0,0,0,0
-2,0,0,0,0,0
-1,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
3,1,0,0,0,0
3,1,1,0,0,0
4,1,1,0,0,0
5,1,1,0,0,0
5,1,1,1,0,0
6,1,1,1,0,0
7,1,1,1,0,0
7,1,1,1,1,0
7,1,1,1,1,1
7,1,2,1,1,1
7,1,2,1,1,0
7,1,2,1,0,0
7,1,2,1,1,0
7,2,2,1,1,0
6,2,2,1,1,0
6,2,1,1,1,0
5,2,1,1,1,0
5,2,1,1,0,0
5,1,1,1,0,0
5,1,1,0,0,0
4,1,1,0,0,0
3,1,1,0,0,0
3,1,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
-1,0,0,0,0,0
-2,0,0,0,0,0
-3,0,0,0,0,0
-3,-1,0,0,0,0
-3,-1,-1,0,0,0
-4,-1,-1,0,0,0
-5,-1,-1,0,0,0
-5,-1,-1,-1,0,0
-6,-1,-1,-1,0,0
-7,-1,-1,-1,0,0
-7,-1,-1,-1,-1,0
-7,-1,-1,-2,-1,0
-7,-1,-1,-1,-1,0
-7,-1,-1,-1,0,0
-6,-1,-1,-1,0,0
-5,-1,-1,-1,0,0
-5,-1,-1,0,0,0
-4,-1,-1,0,0,0
-3,-1,-1,0,0,0
-3,-1,0,0,0,0
-3,0,0,0,0,0
-2,0,0,0,0,0
-1,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
3,1,0,0,0,0
3,1,1,0,0,0
4,1,1,0,0,0
5,1,1,0,0,0
5,1,1,1,0,0
6,1,1,1,0,0
6,1,2,1,0,0
6,2,2,1,0,0
6,2,2,1,1,0
7,2,2,1,1,0
7,2,2,2,1,0
8,2,2,2,1,0
9,2,2,2,1,0
9,2,2,2,2,0
9,2,2,2,1,0
9,2,2,1,1,0
8,2,2,1,1,0
7,2,2,1,1,0
8,2,2,1,1,0
9,2,2,1,1,0
10,2,2,1,1,0
10,2,2,1,1,1
10,2,2,1,1,0
9,2,2,1,1,0
8,2,2,1,1,0
7,2,2,1,1,0
7,2,2,0,1,0
7,2,2,1,1,0
8,2,2,1,1,0
9,2,2,1,1,0
10,2,2,1,1,0
10,3,2,1,1,0
11,3,2,1,1,0
11,3,3,1,1,0
11,3,2,1,1,0
10,3,2,1,1,0
10,2,2,1,1,0
9,2,2,1,1,0
8,2,2,1,1,0
7,2,2,1,1,0
6,2,2,1,1,0
6,2,1,1,1,0
5,2,1,1,1,0
5,2,1,1,0,0
5,1,1,1,0,0
5,1,1,0,0,0
4,1,1,0,0,0
3,1,1,0,0,0
3,1,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
-1,0,0,0,0,0
-2,0,0,0,0,0
-3,0,0,0,0,0
-3,-1,0,0,0,0
-3,-1,-1,0,0,0
-4,-1,-1,0,0,0
-5,-1,-1,0,0,0
-5,-1,-1,-1,0,0
-6,-1,-1,-1,0,0
-7,-1,-1,-1,0,0
-7,-1,-1,-1,-1,0
-7,-2,-1,-1,-1,0
-7,-2,-2,-1,-1,0
-8,-2,-2,-1,-1,0
-8,-2,-2,-1,-1,-1
-8,-2,-2,-1,-1,0
-8,-2,-1,-1,-1,0
-7,-2,-1,-1,-1,0
-6,-2,-1,-1,-1,0
-5,-2,-1,-1,-1,0
-5,-2,-1,-1,0,0
-5,-1,-1,-1,0,0
-5,-1,-1,0,0,0
-4,-1,-1,0,0,0
-3,-1,-1,0,0,0
-3,-1,0,0,0,0
-3,0,0,0,0,0
-2,0,0,0,0,0
-1,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
3,1,0,0,0,0
3,1,1,0,0,0
4,1,1,0,0,0
5,1,1,0,0,0
5,1,1,1,0,0
6,1,1,1,0,0
7,1,1,1,0,0
7,1,1,1,1,0
7,2,1,1,1,0
7,2,1,1,1,1
7,2,1,2,1,1
7,2,1,3,1,1
7,2,1,3,1,0
7,2,1,2,1,0
7,2,1,1,1,0
6,2,1,1,1,0
5,2,1,1,1,0
5,2,1,1,0,0
5,1,1,1,0,0
5,1,1,0,0,0
4,1,1,0,0,0
3,1,1,0,0,0
3,1,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
-1,0,0,0,0,0
-2,0,0,0,0,0
-3,0,0,0,0,0
-3,-1,0,0,0,0
-3,-1,-1,0,0,0
-4,-1,-1,0,0,0
-5,-1,-1,0,0,0
-5,-1,-1,-1,0,0
-6,-1,-1,-1,0,0
-7,-1,-1,-1,0,0
-7,-1,-1,-1,-1,0
-7,-1,-1,-1,-1,-1
-7,-1,-1,-1,-1,0
-7,-1,-1,-1,0,0
-6,-1,-1,-1,0,0
-5,-1,-1,-1,0,0
-5,-1,-1,0,0,0
-4,-1,-1,0,0,0
-3,-1,-1,0,0,0
-3,-1,0,0,0,0
-3,0,0,0,0,0
-2,0,0,0,0,0
-1,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
3,1,0,0,0,0
3,1,1,0,0,0
4,1,1,0,0,0
5,1,1,0,0,0
5,1,1,1,0,0
6,1,1,1,0,0
7,1,1,1,0,0
7,1,1,1,1,0
7,2,1,1,1,0
7,2,2,1,1,0
8,2,2,1,1,0
9,2,2,1,1,0
9,3,2,1,1,0
9,2,2,1,1,0
8,2,2,1,1,0
7,2,2,1,1,0
6,2,2,1,1,0
6,2,1,1,1,0
5,2,1,1,1,0
5,2,1,1,0,0
5,1,1,1,0,0
5,1,1,0,0,0
4,1,1,0,0,0
3,1,1,0,0,0
3,1,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
-1,0,0,0,0,0
-2,0,0,0,0,0
-3,0,0,0,0,0
-3,-1,0,0,0,0
-3,-1,-1,0,0,0
-4,-1,-1,0,0,0
-5,-1,-1,0,0,0
-5,-1,-1,-1,0,0
-6,-1,-1,-1,0,0
-6,-2,-1,-1,0,0
-6,-2,-1,-1,-1,0
-6,-2,-2,-1,-1,0
-7,-2,-2,-1,-1,0
-8,-2,-2,-1,-1,0
-8,-3,-2,-1,-1,0
-8,-2,-2,-1,-1,0
-7,-2,-2,-1,-1,0
-6,-2,-2,-1,-1,0
-6,-2,-1,-1,-1,0
-5,-2,-1,-1,-1,0
-5,-2,-1,-1,0,0
-5,-1,-1,-1,0,0
-5,-1,-1,0,0,0
-4,-1,-1,0,0,0
-4,0,-1,0,0,0
-4,-1,-1,0,0,0
-5,-1,-1,0,0,0
-5,-1,-1,-1,0,0
-5,-1,-1,0,0,0
-4,-1,-1,0,0,0
-4,-1,0,0,0,0
-3,-1,0,0,0,0
-3,0,0,0,0,0
-2,0,0,0,0,0
-1,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
3,1,0,0,0,0
3,1,1,0,0,0
4,1,1,0,0,0
5,1,1,0,0,0
5,1,1,1,0,0
6,1,1,1,0,0
7,1,1,1,0,0
7,1,1,1,1,0
7,2,1,1,1,0
7,2,2,1,1,0
8,2,2,1,1,0
9,2,2,1,1,0
10,2,2,1,1,0
9,2,2,1,1,0
8,2,2,1,1,0
7,2,2,1,1,0
6,2,2,1,1,0
6,2,1,1,1,0
5,2,1,1,1,0
5,2,1,1,0,0
5,1,1,1,0,0
5,1,1,0,0,0
4,1,1,0,0,0
3,1,1,0,0,0
3,1,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
-1,0,0,0,0,0
-2,0,0,0,0,0
-3,0,0,0,0,0
-3,-1,0,0,0,0
-3,-1,0,-1,0,0
-3,-1,-1,-1,0,0
-3,-1,-1,-1,-1,0
-3,-1,-1,-1,0,0
-3,-1,-1,0,0,0
-3,-1,0,0,0,0
-3,0,0,0,0,0
-2,0,0,0,0,0
-1,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
3,1,0,0,0,0
3,1,1,0,0,0
4,1,1,0,0,0
5,1,1,0,0,0
5,1,1,1,0,0
6,1,1,1,0,0
7,1,1,1,0,0
7,1,1,1,1,0
7,1,2,1,1,0
7,2,2,1,1,0
8,2,2,1,1,0
9,2,2,1,1,0
10,2,2,1,1,0
10,3,2,1,1,0
10,4,2,1,1,0
10,3,2,1,1,0
10,2,2,1,1,0
10,2,2,1,0,0
10,2,2,1,1,0
10,2,2,1,2,0
10,2,2,1,1,0
9,2,2,1,1,0
8,2,2,1,1,0
7,2,2,1,1,0
6,2,2,1,1,0
6,2,1,1,1,0
5,2,1,1,1,0
5,2,1,1,0,0
5,1,1,1,0,0
5,1,1,0,0,0
4,1,1,0,0,0
3,1,1,0,0,0
3,1,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
-1,0,0,0,0,0
-2,0,0,0,0,0
-3,0,0,0,0,0
-3,-1,0,0,0,0
-3,-1,0,0,0,-1
-3,-1,0,0,-1,-1
-3,-1,0,-1,-1,-1
-3,-1,-1,-1,-1,-1
-3,-1,-2,-1,-1,-1
-3,-1,-2,-1,-1,0
-4,-1,-2,-1,-1,0
-5,-1,-2,-1,-1,0
-5,-1,-1,-1,-1,0
-5,-1,-1,-1,0,0
-5,-1,-1,0,0,0
-4,-1,-1,0,0,0
-4,-1,0,0,0,0
-3,-1,0,0,0,0
-3,0,0,0,0,0
-2,0,0,0,0,0
-1,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
3,1,0,0,0,0
3,1,1,0,0,0
4,1,1,0,0,0
5,1,1,0,0,0
5,1,1,1,0,0
6,1,1,1,0,0
7,1,1,1,0,0
7,1,1,1,1,0
7,2,1,1,1,0
7,2,2,1,1,0
8,2,2,1,1,0
9,2,2,1,1,0
10,2,2,1,1,0
10,2,2,2,1,0
10,2,2,1,1,0
9,2,2,1,1,0
10,2,2,1,1,0
10,2,2,1,2,0
10,2,2,1,1,0
10,2,1,1,1,0
10,2,2,1,1,0
10,3,2,1,1,0
11,3,2,1,1,0
11,3,2,1,1,1
11,3,2,1,1,0
10,3,2,1,1,0
10,2,2,1,1,0
9,2,2,1,1,0
8,2,2,1,1,0
7,2,2,1,1,0
6,2,2,1,1,0
6,2,1,1,1,0
5,2,1,1,1,0
5,2,1,1,0,0
5,1,1,1,0,0
5,1,1,0,0,0
4,1,1,0,0,0
3,1,1,0,0,0
3,1,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
-1,0,0,0,0,0
-2,0,0,0,0,0
-3,0,0,0,0,0
-3,-1,0,0,0,0
-3,-1,-1,0,0,0
-4,-1,-1,0,0,0
-5,-1,-1,0,0,0
-5,-1,-1,-1,0,0
-6,-1,-1,-1,0,0
-7,-1,-1,-1,0,0
-7,-1,-1,-1,-1,0
-7,-1,-1,-2,-1,0
-7,-1,-1,-1,-1,0
-7,-1,-1,-1,0,0
-6,-1,-1,-1,0,0
-5,-1,-1,-1,0,0
-5,-1,-1,0,0,0
-4,-1,-1,0,0,0
-4,-1,0,0,0,0
-4,-1,-1,0,0,0
-5,-1,-1,0,0,0
-5,-1,-1,0,0,-1
-5,-1,-1,0,0,0
-4,-1,-1,0,0,0
-3,-1,-1,0,0,0
-3,-1,0,0,0,0
-3,0,0,0,0,0
-2,0,0,0,0,0
-1,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
